,out_id,start_time,end_time,start_lat,start_lon,end_lat,end_lon,week,hour,min
971,4A23256745CBA3B0,2018-01-10 16:36:56,2018-01-10 16:45:13,26.125693,106.703282,26.1299,106.747972,2,16,36
972,4A23256745CBA3B0,2018-01-10 17:35:33,2018-01-10 17:40:08,30.891932,119.452082,30.892976,119.43733600000002,2,17,35
973,4A23256745CBA3B0,2018-01-10 18:48:48,2018-01-10 18:57:47,30.893238,119.43791999999999,30.892971999999997,119.43728,2,18,48
974,4A23256745CBA3B0,2018-01-16 07:37:52,2018-01-16 08:46:48,26.289948,104.755377,26.531965999999997,104.91564699999999,1,7,37
975,4A23256745CBA3B0,2018-01-19 13:31:18,2018-01-19 13:50:07,26.427444,113.48236200000001,26.482846000000002,113.461527,4,13,31
976,4A23256745CBA3B0,2018-01-22 14:37:00,2018-01-22 15:11:07,35.859564,104.098488,35.859383,104.098815,0,14,37
977,4A23256745CBA3B0,2018-01-23 19:47:16,2018-01-23 20:11:19,28.703135999999997,104.549672,28.738967,104.628299,1,19,47
978,4A23256745CBA3B0,2018-01-24 10:03:56,2018-01-24 11:47:34,35.22777100000001,110.144356,35.224533,110.149072,2,10,3
979,4A23256745CBA3B0,2018-01-31 17:09:25,2018-01-31 17:22:48,27.051766999999998,107.474299,27.001443,107.437799,2,17,9
980,4A23256745CBA3B0,2018-02-02 16:02:05,2018-02-02 18:24:37,28.407302,119.84661899999999,28.130996000000003,120.299347,4,16,2
981,4A23256745CBA3B0,2018-02-05 16:22:35,2018-02-05 16:58:08,33.167691999999995,119.35441399999999,33.090395,119.39641499999999,0,16,22
982,4A23256745CBA3B0,2018-02-16 11:45:19,2018-02-16 11:50:52,48.247715,126.50723799999999,48.242951,126.519283,4,11,45
983,4A23256745CBA3B0,2018-02-18 08:47:41,2018-02-18 09:20:27,48.243739,126.517325,48.243009,126.519244,6,8,47
984,4A23256745CBA3B0,2018-03-01 13:31:08,2018-03-01 13:44:34,32.159883,120.02538600000001,32.174205,120.02336299999999,3,13,31
985,4A23256745CBA3B0,2018-03-08 16:08:17,2018-03-08 16:28:28,25.01574,101.573202,25.016136,101.573148,3,16,8
986,4A23256745CBA3B0,2018-03-09 06:01:43,2018-03-09 07:35:44,35.858353,104.098962,35.859355,104.098761,4,6,1
987,4A23256745CBA3B0,2018-03-09 13:59:29,2018-03-09 14:14:28,35.859962,104.098274,35.859378,104.098764,4,13,59
988,4A23256745CBA3B0,2018-03-09 17:14:32,2018-03-09 17:28:31,35.861286,104.09739,35.859392,104.098781,4,17,14
989,4A23256745CBA3B0,2018-03-10 08:18:56,2018-03-10 08:23:00,35.857172999999996,104.099752,35.859426,104.09871600000001,5,8,18
990,4A23256745CBA3B0,2018-03-10 12:33:06,2018-03-10 14:45:02,31.576369,107.085352,31.174108,105.811342,5,12,33
991,4A23256745CBA3B0,2018-03-10 14:31:18,2018-03-10 15:00:12,35.86021500000001,104.098161,35.859433,104.098813,5,14,31
992,4A23256745CBA3B0,2018-03-10 14:58:46,2018-03-10 17:20:32,31.173906,105.810805,30.765445,103.935412,5,14,58
993,4A23256745CBA3B0,2018-03-10 17:28:27,2018-03-10 17:42:26,35.85094799999999,104.112571,36.95812,101.679843,5,17,28
994,4A23256745CBA3B0,2018-03-10 17:19:33,2018-03-10 18:37:17,30.765445,103.935412,30.754721000000004,103.955634,5,17,19
995,4A23256745CBA3B0,2018-03-11 12:14:52,2018-03-11 12:33:03,32.68943400000001,112.09359199999999,32.687884999999994,112.049929,6,12,14
996,4A23256745CBA3B0,2018-03-11 12:43:57,2018-03-11 12:53:47,35.85846,104.099021,35.859407,104.09873499999999,6,12,43
997,4A23256745CBA3B0,2018-03-12 07:30:20,2018-03-12 07:48:43,35.851017,104.103606,35.849435,104.107651,0,7,30
998,4A23256745CBA3B0,2018-03-12 14:00:27,2018-03-12 14:20:03,35.857208,104.09995500000001,35.859423,104.098699,0,14,0
999,4A23256745CBA3B0,2018-03-12 18:12:44,2018-03-12 18:34:43,35.849026,104.107225,35.85947,104.09884100000001,0,18,12
1000,4A23256745CBA3B0,2018-03-13 07:24:30,2018-03-13 07:35:43,35.85828,104.099304,35.859429999999996,104.098697,1,7,24
1001,4A23256745CBA3B0,2018-03-13 11:40:59,2018-03-13 11:46:05,35.857639,104.099423,35.85075,104.111369,1,11,40
1002,4A23256745CBA3B0,2018-03-13 13:55:59,2018-03-13 14:07:05,35.857331,104.099675,35.859438,104.098875,1,13,55
1003,4A23256745CBA3B0,2018-03-13 21:02:59,2018-03-13 21:07:00,35.85663800000001,104.100262,35.859387,104.09880600000001,1,21,2
1004,4A23256745CBA3B0,2018-03-14 11:49:02,2018-03-14 11:58:52,35.859656,104.098576,35.859442,104.098811,2,11,49
1005,4A23256745CBA3B0,2018-03-14 13:55:00,2018-03-14 14:03:52,35.857362,104.099675,35.859384999999996,104.09880799999999,2,13,55
1006,4A23256745CBA3B0,2018-03-14 21:04:32,2018-03-14 21:09:45,35.859755,104.098229,35.859454,104.098686,2,21,4
1007,4A23256745CBA3B0,2018-03-15 08:03:56,2018-03-15 08:28:00,35.849334999999996,104.10704399999999,35.859419,104.09876899999999,3,8,3
1008,4A23256745CBA3B0,2018-03-16 10:14:06,2018-03-16 10:23:49,35.857907,104.099024,35.859322,104.098636,4,10,14
1009,4A23256745CBA3B0,2018-03-16 11:54:06,2018-03-16 12:01:33,35.858768,104.09902,35.85944,104.098749,4,11,54
1010,4A23256745CBA3B0,2018-03-16 19:50:39,2018-03-16 19:56:39,38.084785,77.15900500000002,38.114902,77.150436,4,19,50
1011,4A23256745CBA3B0,2018-03-16 20:24:05,2018-03-16 22:42:42,35.859943,104.09816,35.85942100000001,104.098821,4,20,24
1012,4A23256745CBA3B0,2018-03-16 23:21:44,2018-03-16 23:24:04,35.848836,104.10481999999999,35.859363,104.098762,4,23,21
1013,4A23256745CBA3B0,2018-03-17 08:13:07,2018-03-17 08:16:53,35.85452700000001,104.101272,35.859378,104.098712,5,8,13
1014,4A23256745CBA3B0,2018-03-18 16:52:51,2018-03-18 18:41:40,36.059521999999994,103.882747,35.859316,104.098935,6,16,52
1015,4A23256745CBA3B0,2018-03-19 11:40:16,2018-03-19 11:50:31,35.860371,104.09784300000001,35.859426,104.09881700000001,0,11,40
1016,4A23256745CBA3B0,2018-03-19 14:37:41,2018-03-19 15:04:22,35.857993,104.099508,35.85936500000001,104.098802,0,14,37
1017,4A23256745CBA3B0,2018-03-19 17:52:12,2018-03-19 17:56:48,35.858411,104.099236,35.859419,104.098721,0,17,52
1018,4A23256745CBA3B0,2018-03-19 21:50:41,2018-03-19 22:05:23,35.857611999999996,104.098261,35.859377,104.098761,0,21,50
1019,4A23256745CBA3B0,2018-03-20 07:14:14,2018-03-20 07:28:49,35.859932,104.097995,35.859457,104.09869,1,7,14
1020,4A23256745CBA3B0,2018-03-20 11:45:47,2018-03-20 12:03:29,35.857245,104.099864,35.85942,104.09881800000001,1,11,45
1021,4A23256745CBA3B0,2018-03-20 17:03:55,2018-03-20 17:21:08,35.860127,104.09797900000001,35.859392,104.098863,1,17,3
1022,4A23256745CBA3B0,2018-03-21 07:31:47,2018-03-21 07:39:25,35.85766599999999,104.09949499999999,35.859384999999996,104.098715,2,7,31
1023,4A23256745CBA3B0,2018-03-21 12:02:45,2018-03-21 12:09:11,35.85760399999999,104.099548,35.859419,104.09871600000001,2,12,2
1024,4A23256745CBA3B0,2018-03-21 17:19:16,2018-03-21 17:27:44,35.859415999999996,104.098619,35.85942,104.098777,2,17,19
1025,4A23256745CBA3B0,2018-03-21 18:38:20,2018-03-21 18:44:02,35.86016400000001,104.098065,35.859438,104.098732,2,18,38
1026,4A23256745CBA3B0,2018-03-22 10:49:17,2018-03-22 11:29:26,35.859123,104.098421,35.85939099999999,104.098811,3,10,49
