,out_id,start_time,end_time,start_lat,start_lon,end_lat,end_lon,week,hour,min
2736,851181601046893,2018-03-01 17:34:56,2018-03-01 18:45:37,26.12736,106.66653899999999,25.805599,106.780879,3,17,34
2737,851181601046893,2018-03-02 09:40:31,2018-03-02 09:43:30,25.805395,106.78098700000001,25.801217,106.79403300000001,4,9,40
2738,851181601046893,2018-03-03 09:21:08,2018-03-03 09:24:07,25.805628,106.780606,25.807014000000002,106.76451100000001,5,9,21
2739,851181601046893,2018-03-03 12:20:25,2018-03-03 12:28:04,26.123239,106.648226,26.131951,106.64816100000002,5,12,20
2740,851181601046893,2018-03-03 19:02:55,2018-03-03 19:14:07,26.131842000000002,106.648859,26.133656,106.655,5,19,2
2741,851181601046893,2018-03-04 07:40:17,2018-03-04 07:48:36,26.133785,106.65509099999998,26.13172,106.648325,6,7,40
2742,851181601046893,2018-03-04 12:12:08,2018-03-04 12:29:50,26.131657,106.64921100000001,26.133731,106.654969,6,12,12
2743,851181601046893,2018-03-04 13:50:55,2018-03-04 13:58:55,26.135135000000002,106.65746499999999,26.131806,106.648678,6,13,50
2744,851181601046893,2018-03-04 19:30:25,2018-03-04 19:42:18,26.131711,106.648845,26.133702,106.655014,6,19,30
2745,851181601046893,2018-03-05 07:38:43,2018-03-05 07:50:47,26.134022,106.655277,26.13176,106.648649,0,7,38
2746,851181601046893,2018-03-05 12:16:32,2018-03-05 12:27:23,26.131793,106.64902099999999,26.13379500000001,106.655083,0,12,16
2747,851181601046893,2018-03-05 13:35:48,2018-03-05 13:43:41,26.134764999999998,106.656517,26.132008,106.64887399999999,0,13,35
2748,851181601046893,2018-03-05 18:59:02,2018-03-05 19:08:55,26.131776000000002,106.64889099999999,26.133722,106.65503000000001,0,18,59
2749,851181601046893,2018-03-06 07:38:42,2018-03-06 07:44:27,26.134826,106.656609,26.131992,106.648868,1,7,38
2750,851181601046893,2018-03-06 12:13:22,2018-03-06 12:22:32,26.131868,106.64883,26.133797,106.65506299999998,1,12,13
